user_id,track_id,artists,album_name,track_name,popularity,duration_ms,danceability,energy,liveness,valence,tempo,track_genre
1609,11609,Hiroyuki Sawano,Attack on Titan The Final Season Original Soundtrack,AOTF-s1,42,477480,0.231,0.67,0.148,0.126,91.065,country
1610,11610,Eve,Bunka,Nonsense Bungaku,54,203761,0.524,0.941,0.0667,0.848,154.071,country
1611,11611,Hiroyuki Sawano,Attack On Titan The Final Season Original Soundtrack 02,YouSee-Power,40,257466,0.217,0.35,0.141,0.0942,61.992,country
1612,11612,Rustage;Fabvl;None Like Joshua;Connor Quest!;Eddie Rath;iBringDaLULZ;Cdawgva;Zach Boucher;Shwabadi;Divide Music;GameboyJones;Shao Dow;DizzyEight;FrivolousShara;DiggzDaProphecy;Dreaded Yasuke;BassedOlaf;Daddyphatsnaps,Shonen Jump,Shonen Jump,45,439492,0.782,0.732,0.105,0.786,80.018,country
1613,11613,Otaku,Anime Lofi Vol. 1,Guren No Yumiya (Attack On Titan),53,96232,0.654,0.497,0.0857,0.343,140.002,country
1614,11614,Otaku,Ghibli Lofi,The Path of the wind,55,102416,0.753,0.383,0.109,0.327,74.988,country
1615,11615,Rustage;Burefu,Overlord,Overlord,45,175121,0.735,0.875,0.081,0.578,79.94,country
1616,11616,Evan Call,VIOLET EVERGARDEN: Automemories,Theme of Violet Evergarden,48,137160,0.174,0.28,0.184,0.113,84.597,country
1617,11617,Aimer,Penny Rain,I beg you,53,267213,0.456,0.893,0.121,0.478,127.884,country
1618,11618,BURNOUT SYNDROMES,Good Morning [New] World!,Good Morning [New] World!,51,258613,0.39,0.916,0.197,0.483,92.118,country
1619,11619,Rustage,Gol D Roger,Gol D Roger,44,175285,0.831,0.877,0.102,0.813,140.088,country
1620,11620,Macaroni Empitsu,ハッピーエンドへの期待は,ワルツのレター,35,226216,0.655,0.734,0.105,0.69,108.001,country
1621,11621,BiSH,GOiNG TO DESTRUCTiON,BROKEN,35,267547,0.385,0.925,0.155,0.435,174.125,country
1622,11622,DECO*27,GHOST,Ghost Rule,61,210000,0.564,0.894,0.281,0.472,104.955,country
1623,11623,神崎エルザ;ReoNa,Prologue,ALONE,34,301253,0.558,0.847,0.252,0.458,98.031,country
1624,11624,Bruce Faulconer,The Best of DragonBall Z - Volume I,Vegeta - Super Saiyan,45,57853,0.305,0.893,0.366,0.173,120.226,country
1625,11625,Adrian Barba,Somos un Solo Ser,Por Siempre Soñando,34,212640,0.435,0.872,0.144,0.636,146.013,country
1626,11626,Nattalia Sarria,Anime Music Collection,"Tengo la Fe (From ""Digimon"")",34,96995,0.644,0.738,0.136,0.83,133.982,country
1627,11627,Meychan,TOKYO - HALLOWEEN -,Obsolete,0,174373,0.645,0.933,0.32,0.761,127.993,country
1628,11628,Doblecero,Rap de Jack el Destripador,Rap de Jack el Destripador,34,244298,0.823,0.795,0.121,0.481,150.058,country
1629,11629,Tricker,"Traitor's Requiem (From ""JoJo's Bizarre Adventure: Golden Wind"") [Spanish Version]","Traitor's Requiem (From ""JoJo's Bizarre Adventure: Golden Wind"") - Spanish Version",34,217005,0.324,0.909,0.0917,0.367,168.113,country
1630,11630,Danie Green,Zankyou Sanka,Zankyou Sanka,34,185942,0.465,0.968,0.0535,0.701,170.953,country
1631,11631,UVERworld,Touch off,Touch off,47,260706,0.499,0.891,0.28,0.215,99.995,country
1632,11632,Eve,Kaikai Kitan,Kaikai Kitan,49,219234,0.565,0.919,0.292,0.565,92.325,country
1633,11633,NICO Touches the Walls,Diver,Diver,49,250600,0.339,0.912,0.0483,0.458,148.993,country
1634,11634,Vxnity,Baki,Baki,34,84532,0.721,0.738,0.0994,0.596,82.473,country
1635,11635,Yuki Hayashi;Asami Tachibana,TVアニメ「ハイキュー!!」 オリジナルサウンドトラック,ハイキュー!!,42,234360,0.567,0.585,0.0679,0.371,134.981,country
1636,11636,Theishter,Watashi No Uso (Your Lie in April Original Soundtrack),Watashi No Uso (Your Lie in April Original Soundtrack),48,240071,0.349,0.0154,0.092,0.102,73.862,country
1637,11637,Yuu Miyashita;NILFRUITS,Wozwald,Wozwald,53,292761,0.726,0.74,0.351,0.914,138.979,country
1638,11638,Eve,Smile,Yamiyo,47,230635,0.504,0.628,0.111,0.257,159.978,country
1639,11639,KANA-BOON,Torch of Liberty,Torch of Liberty,54,185166,0.447,0.934,0.337,0.356,94.983,country
1640,11640,Khantrast;Musicality,Tsukuyomi,Tsukuyomi,46,106075,0.654,0.754,0.098,0.476,143.15,country
1641,11641,Kijugo,Cry Baby but is it okay if it's lofi?,Cry Baby but is it okay if it's lofi?,42,124500,0.715,0.22,0.233,0.477,80.02,country
1642,11642,Beau.,Akatsuki,Akatsuki,43,128104,0.823,0.663,0.182,0.49,120.215,country
1643,11643,Khantrast,You Got Jokes,You Got Jokes,55,145379,0.754,0.677,0.261,0.756,101.91,country
1644,11644,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",Bauklotze,48,236253,0.545,0.705,0.445,0.226,89.939,country
1645,11645,the peggies,The GARDEN,足跡,50,227640,0.387,0.799,0.0891,0.784,163.936,country
1646,11646,藤川千愛,ライカ (Special Edition),きみの名前,49,301000,0.613,0.563,0.124,0.281,81.072,country
1647,11647,Shiki-TMNS;Kodama Boy;Big Gay,Baddest Bitch,Baddest Bitch,49,180773,0.665,0.632,0.122,0.467,150.265,country
1648,11648,ReoNa,ないない (Special Edition),ないない,53,254093,0.626,0.758,0.14,0.821,130.047,country
1649,11649,Kijugo,Kyouran Hey Kids but is it okay if it's lofi?,Kyouran Hey Kids but is it okay if it's lofi?,45,102616,0.803,0.58,0.0709,0.79,125.017,country
1650,11650,Official HIGE DANdism,I Love...,I Love...,43,282026,0.54,0.706,0.225,0.385,172.021,country
1651,11651,Aimer,Walpurgis,春はゆく,52,305386,0.397,0.427,0.0976,0.227,80.035,country
1652,11652,Takatsugu Muramatsu,When Marnie Was There Soundtrack Music Collection,The Girl in the Blue Window,53,57226,0.246,0.103,0.121,0.165,85.744,country
1653,11653,Kijugo,Polaris but is it okay if it's lofi?,Polaris but is it okay if it's lofi?,44,119586,0.867,0.272,0.157,0.557,145.039,country
1654,11654,ReoNa,forget-me-not,forget-me-not,53,266560,0.452,0.918,0.307,0.509,148.032,country
1655,11655,kobasolo;kopi,Clumsy,Haru ni yuraredo kimi omou,49,253480,0.612,0.939,0.118,0.694,149.007,country
1656,11656,jon-YAKITORY;Ado,AntiSystem's,AntiSystem's,55,211683,0.533,0.959,0.321,0.593,94.956,country
1657,11657,Kainbeats;softy,Finding Beauty,Cloudy Springs,55,145429,0.574,0.0863,0.0852,0.193,136.11,country
1658,11658,Mrs. GREEN APPLE,"Love me, Love you",春愁,65,183800,0.724,0.444,0.123,0.739,129.962,country
1659,11659,sweet ARMS,選んでデート・ア・ライブ 〜DATE A LIVE BEST SELECTION〜,デート・ア・ライブ,48,280000,0.33,0.927,0.331,0.486,88.832,country
1660,11660,Sakurakou K-ON Bu,"Fuwa Fuwa Time (From ""K-On!"")",Fuwa Fuwa Time,50,239000,0.366,0.982,0.144,0.42,180.171,country
1661,11661,LoFoxy;Sakura,Lofi Anime Beats,"Uso (From ""Fullmetal Alchemist: Brotherhood"")",42,115142,0.764,0.122,0.0981,0.159,140.065,country
1662,11662,Satoshi Takebe,From Up On Poppy Hill Soundtrack,Reminiscence,53,122600,0.448,0.0743,0.0921,0.204,76.798,country
1663,11663,Samuel Kim,Dreamworks Epic Collection,Kai's Theme & Agni Kai,45,146870,0.301,0.75,0.0935,0.328,138.373,country
1664,11664,Yugo Kanno,JOJO'S BIZARRE ADVENTURE -Diamond is unbreakable O.S.T Vol.2 -Good Night Morioh Cho- Music by Yugo Kanno,Killer,51,183906,0.558,0.0578,0.0954,0.0575,80.021,country
1665,11665,Rustage;McGwire,Eyes On Me (Eren Jaeger Rap),Eyes On Me (Eren Jaeger Rap),43,225276,0.636,0.81,0.281,0.297,162.977,country
1666,11666,Kato,Anime & Chill 2,Pokémon Theme,45,99077,0.658,0.489,0.139,0.48,130.048,country
1667,11667,Otaku,Anime Lofi Vol. 2,Sign (Naruto Shippuden),51,117203,0.604,0.203,0.135,0.454,79.998,country
1668,11668,Daddyphatsnaps,Cyber Psycho (Cyberpunk Edgerunners),Cyber Psycho (Cyberpunk Edgerunners),51,182024,0.621,0.617,0.116,0.514,87.404,country
1669,11669,Rustage;NerdOut;Lex Bratcher;Shao Dow,"Turn it Up (Team 7 Rap) [feat. NerdOut, Lex Bratcher & Shao Dow]","Turn it Up (Team 7 Rap) [feat. NerdOut, Lex Bratcher & Shao Dow]",40,215135,0.775,0.807,0.15,0.202,157.099,country
1670,11670,WANDS,抱き寄せ 高まる 君の体温と共に,Just a Lonely Boy ~WANDS 第5期 ver.~,33,265453,0.601,0.896,0.243,0.606,108.062,country
1671,11671,Ricardo Silva,Música de las Sagas de Dragón Ball,"Sola Nunca Estarás (Caprichosa) [Ending ""D.B. G T.""]",33,237640,0.743,0.889,0.0833,0.918,131.982,country
1672,11672,Miyakawa-kun,RÉBECCA,略奪,33,302680,0.515,0.905,0.157,0.899,116.037,country
1673,11673,Miliyah,M BEST,ディア ロンリーガール,34,210546,0.658,0.709,0.165,0.213,189.095,country
1674,11674,ENHYPEN,DIMENSION : ANSWER,Outro : Day 2,50,112289,0.36,0.586,0.0835,0.0368,89.831,country
1675,11675,MegaR,Baki Rap. El Campeón,Baki Rap. El Campeón,34,169097,0.642,0.849,0.0888,0.807,89.856,country
1676,11676,Keyblade,Yūgen,Yūgen,33,251846,0.728,0.74,0.0534,0.886,94.915,country
1677,11677,Bastiancortesxv,Wolf in Sheep's Clothing,Wolf in Sheep's Clothing,33,187977,0.623,0.8,0.0843,0.616,173.168,country
1678,11678,Nattalia Sarria,Anime Music Collection,"Luz de Luna (From ""Sailor Moon"")",33,171326,0.603,0.927,0.56,0.755,140.048,country
1679,11679,Mauren Mendo,"Star Talent Anime Concert, Vol. 1",Blue Dream,33,251440,0.467,0.486,0.105,0.232,142.297,country
1680,11680,MegaR,Pilares Rap. Los Guardianes de la Noche,Pilares Rap. Los Guardianes de la Noche,34,347322,0.779,0.815,0.159,0.489,109.903,country
1681,11681,SID,レイン,レイン,49,256213,0.597,0.793,0.134,0.641,94.996,country
1682,11682,Yasuharu Takanashi;YAIBA,NARUTO-ナルト- 疾風伝 オリジナル・サウンドトラック Ⅲ,うちはイタチ,43,134266,0.471,0.941,0.348,0.392,156.052,country
1683,11683,Hideki Taniuchi,DEATH NOTE Original Soundtrack,Taikutsu,44,127080,0.723,0.275,0.111,0.186,160.056,country
1684,11684,Kensuke Ushio,DEVILMAN crybaby (Original Soundtrack),Crybaby,46,249333,0.172,0.371,0.107,0.101,63.998,country
1685,11685,Hitorie,3分29秒,3分29秒,52,210968,0.489,0.914,0.325,0.692,101.27,country
1686,11686,Torby Brand,Your Lie in April - Music of the Heart,Again,39,153670,0.617,0.26,0.115,0.104,94.023,country
1687,11687,PianoDeuss,Kioku (Yosuga No Sora Original Soundtrack),Kioku (Yosuga No Sora Original Soundtrack),41,196960,0.427,0.0419,0.175,0.198,108.137,country
1688,11688,美波,DROP,DROP,50,302356,0.553,0.877,0.322,0.541,91.609,country
1689,11689,Yoshihisa Hirano,DEATH NOTE Original Soundtrack Ⅱ,Low of Solipsism Ⅱ,34,102000,0.635,0.533,0.0614,0.32,132.144,country
1690,11690,Kenshi Yonezu,M八七,M八七,65,263120,0.633,0.719,0.34,0.334,112.013,country
1691,11691,majiko,アイロニ,アイロニ,44,246906,0.618,0.703,0.0892,0.418,90.001,country
1692,11692,SCANDAL,BEST★SCANDAL,少女S,54,191506,0.588,0.881,0.0752,0.887,135.786,country
1693,11693,yanaginagi,ユキトキ,ユキトキ,44,269880,0.436,0.888,0.116,0.637,164.971,country
1694,11694,NICO Touches the Walls,マシ・マシ,マシ・マシ,50,247960,0.641,0.885,0.293,0.866,101.99,country
1695,11695,yanaginagi,エウアル,ユキトキ,49,268920,0.437,0.89,0.122,0.628,164.946,country
1696,11696,Joe Hisaishi,Spirited Away Soundtrack,The Sixth Station,57,218240,0.304,0.0463,0.0923,0.0392,77.936,country
1697,11697,FLOW,FLOW THE BEST 〜Single Collection〜,Re:member,55,199560,0.404,0.901,0.0924,0.715,171.948,country
1698,11698,Reol,第六感,第六感,60,191624,0.675,0.959,0.325,0.835,134.017,country
1699,11699,Palademix;Nostalgic,Anime Lofi Beats,"Unravel (From ""Tokyo Ghoul"")",41,168000,0.695,0.221,0.356,0.183,104.996,country
1700,11700,LiSA,明け星 / 白銀,明け星,50,269000,0.389,0.867,0.347,0.215,94.952,country
1701,11701,CHiCO with HoneyWorks,世界はiに満ちている,プライド革命,55,235586,0.328,0.937,0.365,0.514,184.696,country
1702,11702,Eir Aoi,FRAGMENT (Special Edition),アイリス,52,247426,0.59,0.893,0.278,0.701,129.048,country
1703,11703,Khantrast;Junoflo,Big Stunna,Big Stunna,53,144917,0.884,0.804,0.151,0.835,105.944,country
1704,11704,Rustage;Shwabadi;Connor Quest!,Legend,Legend,38,204812,0.771,0.959,0.102,0.633,150.022,country
1705,11705,MY FIRST STORY,King & Ashley,King & Ashley,51,203786,0.528,0.957,0.119,0.444,107.556,country
1706,11706,sumika,Fanfare / Shunkashuto,ファンファーレ,45,182493,0.63,0.945,0.255,0.715,109.092,country
1707,11707,Aimer,オアイコ,オアイコ,60,234541,0.64,0.718,0.0946,0.735,92.989,country
1708,11708,Nanawoakari,恋愛脳,恋愛脳,52,189839,0.682,0.941,0.25,0.922,156.099,country
1709,11709,Rustage;Shwabadi;Connor Quest!,Bound by Blood,Bound by Blood,44,193440,0.821,0.907,0.0859,0.471,125.039,country
1710,11710,大原ゆい子,TVアニメ『無職転生 ~異世界行ったら本気だす~』Theme Song Collection,旅人の唄,43,264087,0.404,0.668,0.123,0.495,136.98,country
1711,11711,Rustage;Shwabadi;Connor Quest!;Kiwwi,Unholy God,Unholy God,43,184153,0.751,0.904,0.118,0.457,146.034,country
1712,11712,jon-YAKITORY;Ado,Rasen,Rasen,55,231247,0.672,0.761,0.0846,0.302,104.964,country
1713,11713,BigRicePiano,Stories in the Rain,A Bitter Rain,49,230639,0.356,0.0217,0.264,0.183,173.716,country
1714,11714,高木さん(CV:高橋李依),からかい上手の高木さん Cover song collection,小さな恋のうた,49,247017,0.759,0.713,0.259,0.607,102.513,country
1715,11715,Kato,Zelda Vibes,Song of Storms,44,103705,0.76,0.366,0.0945,0.317,84.998,country
1716,11716,Macaroni Empitsu,ハッピーエンドへの期待は,裸の旅人,35,213382,0.677,0.749,0.0594,0.649,92.948,country
1717,11717,Eve;suis from Yorushika,Kaizin,Heikousen,48,279054,0.642,0.647,0.137,0.295,120.964,country
1718,11718,Evan Call,VIOLET EVERGARDEN: Echo Through Eternity,Discovering the Past,36,170026,0.139,0.0401,0.09,0.0397,72.923,country
1719,11719,ENHYPEN,BORDER : DAY ONE,Intro : Walk the Line,52,108633,0.45,0.779,0.089,0.275,83.935,country
1720,11720,亜咲花,Natsuyume noisy,Natsuyume noisy,47,256200,0.465,0.938,0.294,0.533,160.02,country
1721,11721,Ricardo Silva,Música de las Sagas de Dragón Ball,"Mi Corazón Encantado (Opening ""D.B. G T."")",33,215853,0.624,0.862,0.148,0.704,131.004,country
1722,11722,Mrs. GREEN APPLE,lovin',lovin',34,155906,0.44,0.94,0.31,0.858,123.413,country
1723,11723,Macaroni Empitsu,hope,ボーイズ・ミーツ・ワールド,34,283466,0.616,0.742,0.349,0.765,142.066,country
1724,11724,MegaR,Torneo Raitai Rap (Yujiro vs Kaku),Torneo Raitai Rap (Yujiro vs Kaku),34,181815,0.592,0.863,0.131,0.638,100.995,country
1725,11725,MegaR,Barbablanca Rap. Leyenda del Mar,Barbablanca Rap. Leyenda del Mar,34,252110,0.687,0.922,0.0796,0.311,92.044,country
1726,11726,Darckstar,Garou Miedo Cósmico vs Saitama Rap. Yin Yang,Garou Miedo Cósmico vs Saitama Rap. Yin Yang,34,555007,0.707,0.809,0.126,0.622,88.123,country
1727,11727,Kballero Rap,Baki vs Mohammad Ali Jr. Torneo Raitai Rap,Baki vs Mohammad Ali Jr. Torneo Raitai Rap,34,165365,0.549,0.905,0.307,0.742,87.255,country
1728,11728,Doblecero,Rap de Uzui,Rap de Uzui,34,238344,0.83,0.75,0.225,0.564,116.963,country
1729,11729,Adlomusic,Thor vs. Lu Bu,Thor vs. Lu Bu,34,259354,0.663,0.903,0.153,0.24,93.004,country
1730,11730,Bynmc;BenderCat,Sasaki Kojiro vs Poseidón Rap. Superación vs Perfección,Sasaki Kojiro vs Poseidón Rap. Superación vs Perfección,33,366106,0.658,0.907,0.0644,0.42,86.776,country
1731,11731,Ikimonogakari,桜咲く街物語,HANABI,53,266440,0.447,0.962,0.076,0.461,167.055,country
1732,11732,Sukima Switch,LINE,LINE,51,280760,0.506,0.875,0.167,0.306,130.009,country
1733,11733,kurochuu.,red swan but it's lofi (attack on titan),red swan but it's lofi (attack on titan),41,156036,0.54,0.201,0.347,0.353,191.969,country
1734,11734,Tha J-SQUAD;Remix Maniacs,Jiren's Power,Jiren's Power,38,206132,0.58,0.823,0.558,0.466,93.713,country
1735,11735,EGOIST,Departures - Anata Ni Okuru Ai No Uta,エウテルペ,44,228853,0.385,0.449,0.0818,0.172,179.898,country
1736,11736,Kenma,Fukashigi no Carte (Lofi Version),Fukashigi no Carte - Lofi Version,49,139500,0.832,0.316,0.088,0.0972,119.964,country
1737,11737,Kensuke Ushio,"A Shape of Light ""A Silent Voice the Movie"" Original Soundtrack",lvs(var),46,85520,0.592,0.173,0.0947,0.433,69.999,country
1738,11738,Hideki Taniuchi,DEATH NOTE Original Soundtrack Ⅲ,L no Shiso,36,156000,0.673,0.497,0.0945,0.224,109.963,country
1739,11739,Musicality;mellowthemanic,Blue Bird (Naruto) [Trap Remix],Blue Bird (Naruto) - Trap Remix,38,189080,0.632,0.511,0.101,0.447,153.028,country
1740,11740,luvbyrd,path of the wind (my neighbor totoro lofi),path of the wind (my neighbor totoro lofi),42,92837,0.653,0.439,0.157,0.684,148.04,country
1741,11741,TK from Ling tosite sigure,flowering,white silence (album version),44,418213,0.36,0.355,0.28,0.224,170.09,country
1742,11742,JUNNA,Here,Here,51,263693,0.594,0.801,0.196,0.594,108.071,country
1743,11743,Kensuke Ushio,DEVILMAN crybaby (Original Soundtrack),"D.V.M.N. -Theme From ""DEVILMAN crybaby""-",43,214493,0.51,0.844,0.116,0.416,99.928,country
1744,11744,Musicality,Enemy (Drill Remix),Enemy - Drill Remix,32,158839,0.66,0.489,0.114,0.304,77.028,country
1745,11745,KOHTA YAMAMOTO,Attack on Titan The Final Season Original Soundtrack,Zeek's Plan,40,227000,0.515,0.488,0.078,0.0344,132.015,country
1746,11746,Samuel Kim,Nirvana: Epic Collection,Something In The Way,38,226581,0.239,0.419,0.112,0.0379,102.709,country
1747,11747,佐々木恵梨,TVアニメ『シュタインズ・ゲート ゼロ』オリジナル・サウンドトラック,GATE OF STEINER,43,254773,0.409,0.612,0.144,0.367,147.886,country
1748,11748,Rei Yasuda,Will,Mirror,52,236586,0.517,0.916,0.208,0.471,127.03,country
1749,11749,Celestial Alignment,Precious Moments,Heading Home,56,181636,0.724,0.112,0.116,0.157,109.948,country
1750,11750,Samuel Kim,Raiden Shogun Theme (Judgement of Euthymia),Raiden Shogun Theme (Judgement of Euthymia),42,235864,0.263,0.586,0.191,0.125,144.009,country
1751,11751,Rustage;CG5,Love (Gaara Rap) [feat. Cg5],Love (Gaara Rap) [feat. Cg5],36,222651,0.753,0.677,0.1,0.334,139.997,country
1752,11752,LiSA,NEW ME,NEW ME,53,261238,0.274,0.719,0.0715,0.281,185.038,country
1753,11753,Yugo Kanno,JOJO'S BIZARRE ADVENTURE -Golden Wind O.S.T vol.3 Finare,Uragirimonono Requiem - Diavolo Ver.,50,224426,0.374,0.92,0.153,0.365,167.946,country
1754,11754,Aimer,星の消えた夜に,Blind to you (Remaster for 星の消えた夜に 2022),48,281560,0.502,0.488,0.102,0.42,81.01,country
1755,11755,Rustage;Shwabadi,Change the World (Obito Rap) [feat. Shwabadi],Change the World (Obito Rap) [feat. Shwabadi],36,194346,0.696,0.562,0.332,0.368,110.176,country
1756,11756,いとうかなこ,STEINS;GATE SYMPHONIC REUNION,Hacking to the Gate - symphonic ver.,47,258360,0.416,0.614,0.274,0.301,80.371,country
1757,11757,Rustage;Shofu;Shwabadi;Connor Quest!;Breeton Boi;954mari;PE$O PETE;Shao Dow;Lex Bratcher;Louverture;Khantrast,Supernova,Supernova,45,325714,0.834,0.889,0.0906,0.749,140.078,country
1758,11758,Evan Call,VIOLET EVERGARDEN: Automemories,Across the Violet Sky,46,164986,0.307,0.233,0.0871,0.128,83.851,country
1759,11759,ドリーミング,それいけ!アンパンマン ベストヒット'13,ドレミファアンパンマン,33,213000,0.802,0.678,0.273,0.966,125.007,country
1760,11760,Rustage;Fabvl,Bleed Gray (Akatsuki Rap),Bleed Gray (Akatsuki Rap),42,206896,0.662,0.728,0.121,0.386,145.059,country
1761,11761,Jake Eaw,"Spring 2021 Anime Piano, Vol. 2",Hands Up To The Sky,45,80419,0.51,0.269,0.111,0.26,98.006,country
1762,11762,Otaku,Anime Lofi Vol. 1,The Hero (One Punch Man),52,101151,0.744,0.158,0.104,0.112,140.19,country
1763,11763,Rustage;Ben Schuller,Tangled in the Web (Spider-Man Rap),Tangled in the Web (Spider-Man Rap),42,219375,0.79,0.772,0.0805,0.39,128.006,country
1764,11764,Kato,Anime & Chill,A Cruel Angel's Thesis (Evangelion),45,110598,0.732,0.151,0.11,0.339,90.009,country
1765,11765,Ricardo Silva,La Última Batalla,"La Última Batalla - Ultimatte Battle, Ultra Instinct Goku - Jiren",33,160496,0.339,0.551,0.461,0.424,82.935,country
1766,11766,WANDS,カナリア鳴いた頃に,Brand New Love [WANDS 第 5 期 ver.],32,295653,0.61,0.854,0.187,0.578,112.012,country
1767,11767,Taku Iwasaki,JOJO'S BIZARRE ADVENTURE -O.S.T Battle Tendency [Musik],Overdrive,51,226706,0.576,0.822,0.11,0.193,134.981,country
1768,11768,IA,Scrambled eggs,Reason for singing,0,295866,0.414,0.919,0.387,0.643,148.116,country
1769,11769,[Alexandros],I Wanna Go To Hawaii,Cat 2,32,241173,0.554,0.896,0.0353,0.519,97.472,country
1770,11770,WANDS,BURN THE SECRET,David Bowieのように,32,231813,0.537,0.902,0.364,0.499,129.963,country
1771,11771,Keyblade,R.I.P. (Rekt in Pieces),R.I.P. (Rekt in Pieces),32,243753,0.771,0.861,0.326,0.426,124,country
1772,11772,神崎エルザ,ELZA,ピルグリム,33,245386,0.548,0.9,0.127,0.635,97.227,country
1773,11773,[Alexandros],Schwarzenegger,Kill Me If You Can,32,260506,0.47,0.975,0.0821,0.309,127.911,country
1774,11774,Keyblade,Y No Fue,Y No Fue,32,213618,0.671,0.849,0.0806,0.528,84.968,country
1775,11775,Gabriela Vega,Shaman King,Omokage,33,226640,0.725,0.794,0.213,0.506,105.055,country
1776,11776,神崎エルザ,ELZA,Disorder,33,244866,0.597,0.915,0.304,0.584,99.012,country
1777,11777,Miliyah,M BEST,勇者たち,33,375560,0.546,0.807,0.809,0.615,88.027,country
1778,11778,Nattalia Sarria,Anime Music Collection,"Mi Mañana (From ""Digimon Tamers"")",33,88032,0.538,0.871,0.259,0.654,160.813,country
1779,11779,Doblecero,Rap Garou Cósmico,Rap Garou Cósmico,33,268387,0.518,0.69,0.0955,0.192,92.986,country
1780,11780,Mrs. GREEN APPLE,Mrs. GREEN APPLE,FACTORY,34,212746,0.607,0.713,0.0919,0.708,130.001,country
1781,11781,照井順政,TVアニメ『呪術廻戦』オリジナル・サウンドトラック,呪術師・伏黒恵,35,214160,0.417,0.774,0.266,0.28,92.041,country
1782,11782,Shoko Nakagawa,しょこたん☆べすと――(°∀°)――!!,空色デイズ,56,252173,0.382,0.949,0.196,0.543,174.132,country
1783,11783,Eve,レーゾンデートル,レーゾンデートル,53,222489,0.533,0.795,0.112,0.629,152.078,country
1784,11784,Torby Brand,Your Lie in April - Music of the Heart,Spring's Melody,42,147079,0.392,0.309,0.0758,0.136,113.039,country
1785,11785,DOES,INNOCENCE,KNOW KNOW KNOW,47,201453,0.42,0.936,0.359,0.674,160.032,country
1786,11786,Kenma,"Unravel (From ""Tokyo Ghoul"") [Lofi Remix]","Unravel (From ""Tokyo Ghoul"") - Lofi Remix",44,95502,0.568,0.0961,0.135,0.344,67.021,country
1787,11787,JUNNA,コノユビトマレ,コノユビトマレ,49,299200,0.472,0.924,0.111,0.441,144.812,country
1788,11788,大原ゆい子,オンリー,オンリー,44,230400,0.565,0.812,0.149,0.68,150.105,country
1789,11789,佐々木恵梨,Period,Ring of Fortune,50,261399,0.53,0.787,0.179,0.784,158.095,country
1790,11790,Kijugo,Kiss of Death but is it okay if it's lofi?,Kiss of Death but is it okay if it's lofi?,44,184000,0.808,0.331,0.103,0.305,119.937,country
1791,11791,Sukima Switch,夏雲ノイズ,奏(かなで),62,328626,0.519,0.666,0.0948,0.461,149.839,country
1792,11792,KANA-BOON,きらりらり,きらりらり,52,222900,0.385,0.932,0.314,0.725,177.093,country
1793,11793,Kiro Akiyama,アイデンティティ,アイデンティティ,50,269813,0.264,0.889,0.0857,0.492,118.977,country
1794,11794,Reol,極彩色,MONSTER,55,201933,0.488,0.968,0.215,0.359,163.988,country
1795,11795,Jisatsu,Melancholy,Melancholy,53,166588,0.48,0.0419,0.365,0.107,85.008,country
1796,11796,Belle,Belle (Original Motion Picture Soundtrack),歌よ,52,239263,0.314,0.277,0.157,0.161,87.004,country
1797,11797,Haruka Tomatsu,Resolution,Resolution,52,290233,0.529,0.981,0.401,0.501,97.583,country
1798,11798,Kijugo,Departure but is it okay if it's lofi?,Departure but is it okay if it's lofi?,43,106666,0.797,0.348,0.162,0.364,126.026,country
1799,11799,LiSA,白銀,白銀,51,264666,0.485,0.888,0.373,0.282,142.983,country
1800,11800,CIVILIAN,灯命,正解不正解,43,250853,0.47,0.865,0.113,0.483,102.914,country
1801,11801,Rustage;Shwabadi;Lex Bratcher;DizzyEight;Shofu;PE$O PETE;Connor Quest!,7 Warlords,7 Warlords,42,250124,0.86,0.879,0.172,0.401,120.024,country
1802,11802,Kijugo,Next To You but is it okay if it's lofi?,Next To You but is it okay if it's lofi?,42,156000,0.779,0.257,0.378,0.54,79.999,country
1803,11803,Kijugo,Crossing Field but is it okay if it's lofi?,Crossing Field but is it okay if it's lofi?,45,135967,0.749,0.424,0.175,0.155,120.072,country
1804,11804,Rustage,Shinobi No Kami (Hashirama Rap),Shinobi No Kami (Hashirama Rap),33,181476,0.616,0.841,0.122,0.672,79.55,country
1805,11805,DIALOGUE+,Omoide Shiritori,Omoide Shiritori,47,263253,0.488,0.96,0.34,0.788,172.06,country
1806,11806,Jisatsu;Elijah Lee,Rainy City,out my window,54,150066,0.53,0.0858,0.119,0.0386,63.973,country
1807,11807,LiSA,明け星 / 白銀,白銀,46,264666,0.485,0.888,0.373,0.282,142.983,country
1808,11808,Daddyphatsnaps;PE$O PETE,I AM HIM (Yujiro),I AM HIM (Yujiro),49,187000,0.583,0.705,0.148,0.696,165.362,country
1809,11809,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",Eren Zahyo,45,383120,0.11,0.547,0.0629,0.0542,72.947,country
1810,11810,Daddyphatsnaps,The GOAT (Whitebeard),The GOAT (Whitebeard),51,261269,0.706,0.614,0.16,0.558,82.84,country
1811,11811,Capcom Sound Team,デビル メイ クライ 3 オリジナル・サウンドトラック,"""DEVILS NEVER CRY""(スタッフロール)",55,319906,0.264,0.951,0.127,0.159,149.99,country
